corpus,filename,source_url,download_date,page_count
jfk,104-10062-10046.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10046.pdf,2026-03-27,0
jfk,104-10062-10062.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10062.pdf,2026-03-27,0
jfk,104-10062-10073.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10073.pdf,2026-03-27,0
jfk,104-10062-10227.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10227.pdf,2026-03-27,0
jfk,104-10062-10256.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10256.pdf,2026-03-27,0
jfk,104-10062-10288.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10288.pdf,2026-03-27,0
jfk,104-10063-10017.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10017.pdf,2026-03-27,0
jfk,104-10063-10149.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10149.pdf,2026-03-27,0
jfk,104-10063-10152.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10152.pdf,2026-03-27,0
jfk,104-10063-10153.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10153.pdf,2026-03-27,0
jfk,104-10063-10160.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10160.pdf,2026-03-27,0
jfk,104-10063-10162.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10162.pdf,2026-03-27,0
jfk,104-10063-10169.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10169.pdf,2026-03-27,0
jfk,104-10063-10179.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10179.pdf,2026-03-27,0
jfk,104-10063-10206.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10206.pdf,2026-03-27,0
jfk,104-10063-10266.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10266.pdf,2026-03-27,0
jfk,104-10063-10430.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10430.pdf,2026-03-27,0
jfk,104-10063-10434.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10434.pdf,2026-03-27,0
jfk,104-10063-10438.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10438.pdf,2026-03-27,0
jfk,104-10064-10006.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10064-10006.pdf,2026-03-27,0
jfk,104-10064-10012.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10064-10012.pdf,2026-03-27,0
jfk,104-10064-10015.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10064-10015.pdf,2026-03-27,0
jfk,104-10065-10028.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10028.pdf,2026-03-27,0
jfk,104-10065-10050.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10050.pdf,2026-03-27,0
jfk,104-10065-10069.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10069.pdf,2026-03-27,0
jfk,104-10065-10075.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10075.pdf,2026-03-27,0
jfk,104-10065-10105.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10105.pdf,2026-03-27,0
jfk,104-10065-10113.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10113.pdf,2026-03-27,0
jfk,104-10065-10124.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10124.pdf,2026-03-27,0
jfk,104-10065-10152.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10152.pdf,2026-03-27,0
jfk,104-10065-10358.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10358.pdf,2026-03-27,0
jfk,104-10065-10360.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10360.pdf,2026-03-27,0
jfk,104-10065-10386.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10065-10386.pdf,2026-03-27,0
jfk,104-10066-10010.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10010.pdf,2026-03-27,0
jfk,104-10066-10031.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10031.pdf,2026-03-27,0
jfk,104-10066-10060.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10060.pdf,2026-03-27,0
jfk,104-10066-10076.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10076.pdf,2026-03-27,0
jfk,104-10066-10107.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10107.pdf,2026-03-27,0
jfk,104-10066-10238.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10238.pdf,2026-03-27,0
jfk,104-10066-10239.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10239.pdf,2026-03-27,0
jfk,104-10066-10240.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10240.pdf,2026-03-27,0
jfk,104-10066-10245.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10245.pdf,2026-03-27,0
jfk,104-10066-10260.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10260.pdf,2026-03-27,0
jfk,104-10067-10043.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10067-10043.pdf,2026-03-27,0
jfk,104-10067-10044.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10067-10044.pdf,2026-03-27,0
jfk,104-10067-10046.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10067-10046.pdf,2026-03-27,0
jfk,104-10067-10291.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10067-10291.pdf,2026-03-27,0
jfk,104-10068-10142.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10068-10142.pdf,2026-03-27,0
jfk,104-10068-10164.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10068-10164.pdf,2026-03-27,0
jfk,104-10068-10172.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10068-10172.pdf,2026-03-27,0
jfk,104-10069-10077.pdf,https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10069-10077.pdf,2026-03-27,0
